Info,Multi-mappings,Left-side churn,Right-side churn,Challenge level,Comments
https://github.com/JetBrains/intellij-community/commit/6b90205e9f7bbd1570f600d3812fd3efa1a0597e,FALSE,0.006896551724,0.1504424779,medium,"Class `IDE` has been moved from `RunIdeConsoleAction.java` to `IDE.java`, Method `ensureIdeBound` has been moved to `IdeScriptBindings.java` and as a result the invocation to this method which is L187 can be matched with R183."
https://github.com/JetBrains/intellij-community/commit/7dd55014f9840ce03867bb175cf37a4c151dc806,FALSE,0.08733624454,0.007125890736,low,-
https://github.com/JetBrains/intellij-community/commit/7ed3f273ab0caf0337c22f0b721d51829bb0c877,FALSE,0.04976303318,0.0195599022,medium,.-
https://github.com/JetBrains/intellij-community/commit/8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9,TRUE,0.006193693694,0.0117581187,high,-
https://github.com/JetBrains/intellij-community/commit/97811cf971f7ccf6a5fc5e90a491db2f58d49da1,TRUE,0.01293900185,0.1708074534,medium,Import statements have been grouped in Standalone.java and 2 methods and 1 class have been moved from `BuildMain.java` to `LogSetup.java`
https://github.com/JetBrains/intellij-community/commit/98ecc4cfd927f388645f6a6bc492c80868b1a11d,FALSE,0.06369426752,0.015625,low,Method `CreateResourceBundleDialogComponent.java` has been extracted
https://github.com/JetBrains/intellij-community/commit/9fbf6b852bd9766060307aff960fb597d55e24d3,TRUE,0.09933774834,0.08724832215,medium,"Method `clear` has been extracted, The declaration and the assignment for the variable `stripe` has been merged into single statement"
https://github.com/JetBrains/intellij-community/commit/a9379ee529ed87e28c0736c3c6657dcd6a0680e4,FALSE,0.05721649485,0.002182214948,medium,File FileUtil.java the change of return type for processDots method suggest the mapping of method invcations from L684 to R729 and L709 to R756
https://github.com/JetBrains/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8,TRUE,0.07514450867,0.01234567901,medium,The mutlimapping in FxmlReferencesContributor.java looks very necessary due to the extract method refactoring(2instances per each )
https://github.com/JetBrains/intellij-community/commit/af618666043f21b3db7e6a1be2aa225ae0f432b4,FALSE,0.004260499087,0.001221001221,low,Extract method refactoring performed `isNavigationBlocked`
https://github.com/JetBrains/intellij-community/commit/d71154ed21e2d5c65bb0ddb000bcb04ca5735048,FALSE,0.0158281515,0.01135718342,low,-
https://github.com/JetBrains/intellij-community/commit/e1625136ba12907696ef4c6e922ce073293f3a2c,TRUE,0.01692047377,0.01358234295,high,-
https://github.com/JetBrains/intellij-community/commit/e1f0dbc2f09541fc64ce88ee22d8f8f4648004fe,FALSE,0.03990610329,0.01682692308,low,"Method `resolveAndDownloadImpl(final Project project, final String coord, boolean attachJavaDoc, boolean attachSources, @Nullable final String copyTo, List<MavenRepositoryInfo> repositories) ` has been extracted"
https://github.com/JetBrains/intellij-plugins/commit/0df7cb00757fe0d4fac8d8b0d5fc46af95feb238,FALSE,0.07525586996,0.01030927835,low,-
https://github.com/JetBrains/intellij-plugins/commit/83b3092c1ee11b70489732f9e69b8e01c2a966f0,FALSE,0.01901840491,0.01051980198,medium,"File DartAnalysisServerService.java: L1202 -> R611, the if statements are serving different purposes, however identical condition can be matched."
https://github.com/JoanZapata/android-iconify/commit/eb500cca282e39d01a9882e1d0a83186da6d1a26,TRUE,0.03121748179,0.009574468085,high,"The existense of the duplicated statements in the finally block, suggests the multimappings."
https://github.com/MovingBlocks/Terasology/commit/8f63cc5c8edb8e740026447bc4827f8e8e6c34b1,FALSE,0.08940397351,0.03169014085,low,-
https://github.com/MovingBlocks/Terasology/commit/dbd2d5048ae5e30fec98ddd969b6c1e91183fb65,TRUE,0.0155210643,0.01986754967,medium,"Local variable `LocalPlayer localPlayer` has become the class attribute, due to the duplication in two different methods."
https://github.com/Netflix/eureka/commit/1cacbe2ad700275bc575234ff2b32ee0d6493817,FALSE,0.007183908046,0.003365384615,medium,"As a result of the extraction of `fireEvent` method, the local variable has become a parameter with type of the super class "
https://github.com/Netflix/eureka/commit/f6212a7e474f812f31ddbce6d4f7a7a0d498b751,FALSE,0.0157635468,0.004484304933,medium,Method `onRemoteStatusChanged` has been extracted and the arguments have been parameterized
https://github.com/SonarSource/sonarqube/commit/0d9fcaa4415ee996e423a97cfe0d965586ca59a5,TRUE,0.06763285024,0.01025641026,medium,"In the method `execute` one statement have been splited into two ( L71 -> R71,R74)"
https://github.com/SonarSource/sonarqube/commit/7668c875dfa7240b1ec08eb60b42107bae1b4cd3,FALSE,0.05454545455,0.01608325449,low,"File PersistComponentsStepTest.java: variable now hasnt been used in setup method in the parent version, but the getTime() invocation on this method can be matched due the addition of the R90 in thec child version."
https://github.com/SonarSource/sonarqube/commit/c55a8c3761e9aae9f375d312c14b1bbb9ee9c0fa,FALSE,0.05565862709,0.01642512077,low,-
https://github.com/VoltDB/voltdb/commit/c1359c843bd03a694f846c8140e24ed646bbb913,TRUE,0.3,0.2890625,high,-
https://github.com/VoltDB/voltdb/commit/c9b2006381301c99b66c50c4b31f329caac06137,FALSE,0.03904282116,0.0142118863,low,-
https://github.com/VoltDB/voltdb/commit/cfc54e8afa7ee7d5376525a84559e90b21487ccf,TRUE,0.2280887012,0.1307966706,high,-
https://github.com/VoltDB/voltdb/commit/d47e58f9bbce9a816378e8a7930c1de67a864c29,FALSE,0.02702702703,0.009174311927,low,-
https://github.com/WhisperSystems/Signal-Android/commit/f0b2cc559026871c1b4d8e008666afb590553004,FALSE,0.05376344086,0.009646302251,medium,"The extract method justifies the mapping for MarkReadReceiver.CLEAR_ACTION but not for the ""master_secret"" in NotificationState.java"
https://github.com/abarisain/dmix/commit/885771d57c97bd2dd48951e8aeaaa87ceb87532b,FALSE,0.2285714286,0.2894736842,medium,Method `processIntent` has been inlined and `MPD mpd` has been updated to `MPDStatus status`
https://github.com/apache/camel/commit/ab1d1dd78fe53edb50c4ede447e4ac5a55ee2ac9,FALSE,0.02628120894,0.005369127517,low,-
https://github.com/apache/camel/commit/cb0935e3af05b333b5c85a4fb3b1846836218f11,FALSE,0.03787878788,0.01550387597,low,Method `storeCamelContextInQuartzContext` has been extracted
https://github.com/apache/cassandra/commit/1a2c1bcdc7267abec9b19d77726aedbb045d79a8,FALSE,0.70625,0.09615384615,high,-
https://github.com/apache/cassandra/commit/2b0a8f6bdac621badabcb9921c077260f2470c26,FALSE,0.01834862385,0.009259259259,medium,Method deleteRowAt has been extracted in RowUpdateBuilder.java 
https://github.com/apache/cassandra/commit/4fcd7d4d366d001cf5f1f7d926c608c902e3f0af,FALSE,0,0.4102564103,medium,Method `testConcurrency` and static class `ScoreUpdater` have been moved to the newly added file `DynamicEndpointSnitchLongTest.java`
https://github.com/apache/commons-lang/commit/d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d,TRUE,0.008544652701,0.003877042371,high,"In DateUtilsTest.java, test methods are spllited"
https://github.com/apache/drill/commit/711992f22ae6d6dfc43bdb4c01bf8f921d175b38,FALSE,0.1169916435,0.06213017751,medium,#NA
https://github.com/apache/giraph/commit/add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7,FALSE,0.05766312595,0.01428571429,low,-
https://github.com/apache/hive/commit/240097b78b70172e1cf9bc37876a566ddfb9e115,FALSE,0.007083825266,0.007083825266,medium,Inter-file mapping
https://github.com/apache/hive/commit/4ccc0c37aabbd90ecaa36fcc491e2270e7e9bea6,FALSE,0.08802816901,0.02631578947,medium,Two seperate Extract method refactoring perfmored
https://github.com/apache/hive/commit/5f78f9ef1e6c798849d34cc66721e6c1d9709b6f,FALSE,0.03485086342,0.001299545159,low,-
https://github.com/apache/hive/commit/999e0e3616525d77cf46c5865f9981b5a6b5609a,FALSE,0.01001001001,0.01132955681,medium,-
https://github.com/apache/hive/commit/f664789737d516ac664462732664121acc111a1e,FALSE,0.04258943782,0.01576182137,medium,`this` has been passed to the extracted method as argument and justifies the mapping 
https://github.com/apache/pig/commit/7a1659c12d76b510809dea1dea1f5100bcf4cd60,TRUE,0.02579666161,0.01834862385,medium,-
https://github.com/apache/pig/commit/92dce401344a28ff966ad4cf3dd969a676852315,FALSE,0.02871148459,0.0128113879,high,"File Utils.java: Method Path depthFirstSearchForFile(final FileStatus[] statusArray, final FileSystem fileSystem) still exists, but the logic has been moved to the other method with the same and the signature has been changed. "
https://github.com/apereo/cas/commit/7fb0d1ce3b6583013e81ac05eb9afb15d20eab7f,FALSE,0.04564315353,0.02127659574,medium,Attribute `NTLMSSP_SIGNATURE` has been moved from `SpnegoConstants.java` to  `SpnegoCredential.java`
https://github.com/assertj/assertj/commit/b36ab386559d04db114db8edd87c8d4cbf850c12,FALSE,0.1040189125,0.6759298846,medium,Plenty of inter-file mappings
https://github.com/belaban/JGroups/commit/f1533756133dec84ce8218202585ac85904da7c9,FALSE,0.1868852459,0.1388888889,high,"File FixedMembershipToken.java: Although match method can be a extract method candidate, the only possible mapping inside that method, might be the .equals() invocation but it will cause the diff to be more misleading. if statement L75 is the best candidate to be matched with R78. since the outer if is newly added. Based on the extracted method body, if statement L78 cannot be matched again with R78, because the extracted method deals with the port and withoutport seems to be removed."
https://github.com/bitcoinj/bitcoinj/commit/95bfa40630e34f6f369e0055d9f37f49bca60247,FALSE,0.008875739645,0.001192605844,medium,Method getUTXOs has been extracted and `true` passed as the argument
https://github.com/brettwooldridge/HikariCP/commit/cd8c4d578a609bdd6395d3a8c49bfd19ed700dea,FALSE,0.4698795181,0,medium,Two files were removed and the classes has become inner classes in the ClockSource.java
https://github.com/brettwooldridge/HikariCP/commit/e19c6874431dc2c3046436c2ac249a0ab2ef3457,FALSE,0.05486284289,0.03069053708,low,Extract variable refactoring justifies the mapping for the variable `statement`
https://github.com/brianfrankcooper/YCSB/commit/0b024834549c53512ef18bce89f60ef9225d4819,TRUE,0.02076777848,0.02810743285,low,Method invocations proofs the correctness of the multimapping in Client.java
https://github.com/bumptech/glide/commit/0d4b27952751de0caab01774048c3e0ec74824ce,FALSE,0.06807511737,0.03170731707,low,-
https://github.com/checkstyle/checkstyle/commit/5a9b7249e3d092a78ac8e7d48aeeb62bf1c44e20,TRUE,0.213592233,0.1518324607,high,-
https://github.com/checkstyle/checkstyle/commit/c9c475a6c7a8cb728ba1c091b386db46f11a781f,FALSE,0.03188405797,0.02339181287,medium,-
https://github.com/crashub/crash/commit/2801269c7e47bd6e243612654a74cee809d20959,FALSE,0.1573033708,0.02597402597,medium,keypair has been passed to the extracted method as parameter 
https://github.com/datastax/java-driver/commit/3a0603f8f778be3219a5a0f3a7845cda65f1e172,FALSE,0.1,0.04761904762,low,Extract method refactoring `values` justifies the mappings
https://github.com/deeplearning4j/deeplearning4j/commit/3325f5ccd23f8016fa28a24f878b54f1918546ed,FALSE,0.1086956522,0.05202312139,low,Method `loadGoogleModel` has been extracted
https://github.com/deeplearning4j/deeplearning4j/commit/3d080545362794ac5ab63a6cf1bdfb523a0d92a5,FALSE,0.3235294118,0.1320754717,low,"File `CaffeModelToJavaClass.java` : method `NetParameter readCaffeModel(InputStream is, int sizeLimitMb)` has been extracted"
https://github.com/deeplearning4j/deeplearning4j/commit/c50064efb325b0c94cc62788b4c8935b7c39ac40,FALSE,0.1184971098,0.03174603175,low,Method `getOptimizer` has been extracted
https://github.com/deeplearning4j/deeplearning4j/commit/d4992887291cc0a7eeda87ad547fa9e1e7fda41c,FALSE,0.009587727709,0.002895752896,low,"Method `output(INDArray x,boolean test)` has been extracted "
https://github.com/dreamhead/moco/commit/55ffa2f3353c5dc77fe6b790e5e045b76a07a772,TRUE,0.1117318436,0.1016949153,medium,Methods `redirectTo` and `onRequestAttached` have been moved from `ActualHttpServer.java` to `HttpConfiguration.java` and the import statement have been grouped in `ActualHttpServer.java`
https://github.com/dropwizard/metrics/commit/4c6ab3d77cc67c7a91155d884077520dcf1509c6,FALSE,0.04360902256,0.009345794393,low,Method `closeGraphiteConnection` has been extracted
https://github.com/eclipse/jetty.project/commit/837d1a74bb7d694220644a2539c4440ce55462cf,FALSE,0.04122137405,0.002118644068,medium,"File ProxyServletTest.java:  As a result of extraction of Method `testTransparentProxyWithQuery`, the local variables prefix and target has been parameterized"
https://github.com/fabric8io/fabric8/commit/8127b21a220ca677c4e59961d019e7753da7ea6e,FALSE,0.01073619632,0.003861003861,medium,"In the builder chain `.withReadinessProbe(getReadinessProbe()` has been removed. The string concatenation in the extracted method prevents ASTDiff tools to be more fine grained
https://github.com/fabric8io/fabric8/commit/9e61a71540da58c3208fd2c7737f793c3f81e5ae,TRUE,0.3614775726,0.1655172414,medium,The multimapping is justified due to the extract method and the extract variable on top of it
https://github.com/fabric8io/fabric8/commit/e068eb7f484f24dee285d29b8a910d9019592020,TRUE,0.04397163121,0.01173020528,medium,"HTTPGetAction httpGetAction is newly added and its better not to match it, instead the one inside the extracted method is better candidate."
https://github.com/facebook/buck/commit/6c93f15f502f39dff99ecb01b56dcad7dddb0f0d,FALSE,0.03488372093,0.01658767773,low,-
https://github.com/facebook/buck/commit/7e104c3ed4b80ec8e9b72356396f879d1067cc40,TRUE,0.1691678035,0.1287553648,high,"Heavy refactorings to eliminate duplication, all the mappings are justified by the refactoring occured on this reveision."
https://github.com/facebook/buck/commit/84b7b3974ae8171a4de2f804eb94fcd1d6cd6647,FALSE,0.007142857143,0.007142857143,low,File `ReportGenerator.java` has been moved to a different package
https://github.com/facebook/buck/commit/a1525ac9a0bb8f727167a8be94c81a3415128ef4,FALSE,0.1797235023,0.02197802198,medium,Method `getAllPathsWork` has been extracted and the passed argument which is workingDir.get() can be perfectly matched with the existing one in the orginal method before extraction. 
https://github.com/facebook/buck/commit/ecd0ad5ab99b8d14f28881cf4f49ec01f2221776,TRUE,0.1106259098,0.08258258258,high,-
https://github.com/facebook/buck/commit/f26d234e8d3458f34454583c22e3bd5f4b2a5da8,FALSE,0.02346368715,0.02127659574,medium,-
https://github.com/geoserver/geoserver/commit/07c26a3a1dd6fcc2494c2d755ee5a2753e0df87c,FALSE,0.01293103448,0.008658008658,low,File `PropertyRule.java` has been moved to a different package 
https://github.com/glyptodon/guacamole-client/commit/ce1f3d07976de31aed8f8189ec5e1a6453f4b580,FALSE,0.2348837209,0.2166666667,high,-
https://github.com/glyptodon/guacamole-client/commit/ebb483320d971ff4d9e947309668f5da1fcd3d23,FALSE,0.2348837209,0.2166666667,medium,There is a move logic from UserContextService.java to UserService.java. However we dont consider the move import statements into account
https://github.com/go-lang-plugin-org/go-lang-idea-plugin/commit/0b93231025f51c7ec62fd8588985c5dc807854e4,FALSE,0.06976744186,0.0243902439,low,-
https://github.com/google/auto/commit/8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f,FALSE,0.2455621302,0.1800643087,medium,Variable `deferredElementsBuilder` has been renamed to `deferredElements` within the extract method refactoring
https://github.com/google/closure-compiler/commit/5a853a60f93e09c446d458673bc7a2f6bb26742c,FALSE,0.6397748593,0.01030927835,medium,Inter-file mappings from `TypeDeclarationsIRFactoryTest.java` to `JsdocToEs6TypedConverterTest.java`
https://github.com/google/guava/commit/5bab9e837cf273250aa26702204f139fdcfd9e7a,TRUE,0.1955366631,0.05137844612,high,"File HashBiMap.java: Method checkForConcurrentModification has been inlined three times and introduced duplciation, Method put with 3 arugments, has sepearted the logic into if-else thus multimapping is correct. L348 & L349 corresponds to the R400.  L292 is the best candidate to be matched with the first expression of for statement in R349"
https://github.com/google/truth/commit/1768840bf1e69892fd2a23776817f620edfed536,FALSE,0.2294182217,0.1180904523,medium,"Although this can be considered as an InlineMethod Refactoring, the current diff is much more informative. Thus we accept not to show the inline refactoring to improve the understandabilty."
https://github.com/google/truth/commit/200f1577d238a6d3fbcf99cb2a2585b2071214a6,FALSE,0.06116642959,0.02798232695,medium,-
https://github.com/gradle/gradle/commit/3a7ccf5a252077332b9505acb22f190745f726f7,TRUE,0.02903225806,0.03370786517,high,"Method registerOrFindDeploymentHandle has been moved to another file but at the same time inline method refactoring happened. This justifies the multimapping for the deploymentRegistry.get(PlayApplicationDeploymentHandle.class, deploymentId);"
https://github.com/gradle/gradle/commit/681dc6346ce3cf5be5c5985faad120a18949cee0,FALSE,0.04868913858,0,low,Method `createPlatformToolProvider` has been extracted
https://github.com/gradle/gradle/commit/b1fb1192daa1647b0bd525600dd41063765eca70,TRUE,0.1920289855,0.1356589147,high,"This is a case of PushDown Method Refactoring in which all the methods from DefaultGradleRunner.java has been moved to the super class GradleRunner.java and as a result we have multimapping in the GradeRunner.java, the first map is the one with the existing one in the other version of the file, and the other one happened due to the push down method refactoring"
https://github.com/gradle/gradle/commit/f394599bf1423be0be2d5822ed7f1271d2841225,FALSE,0.02127659574,0.04166666667,low,File JarBinaryRules.java has been moved to different package
https://github.com/greenrobot/greenDAO/commit/d6d9dd4365387816fda6987a4ad9b679c27e72a3,FALSE,0.04081632653,0.04081632653,low,"File PropertyConverter.java has been moved to another package and as a result, the import statement on the other file has been updated accordingly"
https://github.com/gwtproject/gwt/commit/e0dda9f61b7c409944c4734edf75b108e0288f59,FALSE,0.8084632517,0.04444444444,medium,Move class refactoring perfored between files (
https://github.com/hibernate/hibernate-orm/commit/0b6ea757e34a63b1421b77ed5fbb61398377aab1,FALSE,0.006097560976,0.2238095238,medium,Method `testJpaFlushEntityEventListener` has been moved from `CallbacksTest.java` to `TestLazyPropertyOnPreUpdateExecutable.java` and File `EntityWithLazyProperty.java` has been moved to different package
https://github.com/hibernate/hibernate-orm/commit/2b89553db5081fe4e55b7b34d636d0ea2acf71c5,TRUE,0.06052631579,0.05305039788,medium,Multimapping is justified due to the extract method refactoring to eliminate the duplciation.
https://github.com/hierynomus/sshj/commit/7c26ac669a4e17ca1d2319a5049a56424fd33104,FALSE,0.125,0.1025641026,low,File ChannelCloseEofTest.java has been moved to different package
https://github.com/iNPUTmice/Conversations/commit/e6cb12dfe414497b4317820497985c110cb81864,TRUE,0.04306220096,0.01639344262,high,Method `getItemViewType(Message)` has been extracted and the passed argument now serves as the parameter which suggests the multimapping
https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8,FALSE,0.02106649111,0.003351206434,low,-
https://github.com/jOOQ/jOOQ/commit/227254cf769f3e821ed1b2ef2d88c4ec6b20adea,FALSE,0.0256557534,0.002938871473,low,-
https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357,TRUE,0.0467800729,0.02848297214,high,-
https://github.com/jayway/rest-assured/commit/7cac88b9a28efc05bdc60e585e3291862ffc9da1,FALSE,0.02057613169,0.01923076923,medium,Two test methods moved from `SpecificationBuilderITest.java` to `SSLITest.java`
https://github.com/jboss-developer/jboss-eap-quickstarts/commit/983e0e0e22ab5bd2c6ea44235518057ea45dcca9,FALSE,0.02298850575,0.02298850575,low,Move package refactorings perfmored on two different files
https://github.com/jline/jline2/commit/80d3ffb5aafa90992385c17e8338c2cc5def3cec,FALSE,0.007242757243,0.0002515090543,low,Two Extract method refactorings performed
https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f,FALSE,0.09170305677,0.2408759124,high,-
https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d,TRUE,0.009560524287,0.005419634562,high,File MessagingController.java: the multimappings can be justified by the extract method refactoring and the method invocations in order to eliminate the code duplication
https://github.com/kiegroup/drools/commit/7ffc62aa554f5884064b81ee80078e35e3833006,FALSE,0.07325102881,0.01659388646,low,-
https://github.com/kiegroup/jbpm/commit/83cfa21578e63956bca0715eefee2860c3b6d39a,FALSE,0.0664556962,0.02425578831,medium,Due to the string concatentation it is not possible to match more subtrees
https://github.com/koush/AndroidAsync/commit/1bc7905b07821f840068089343e6b77a8686d1ab,FALSE,0.02257761054,0.01329534663,low,-
https://github.com/kuujo/copycat/commit/19a49f8f36b2f6d82534dc13504d672e41a3a8d1,TRUE,0.3168168168,0.3157894737,medium,Method append in PassiveState.java: Mapping the AppendResponse doesnt look harmful and it helps to understand the change precisely
https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561,FALSE,0.4206500956,0.413926499,medium,5 seperate Extract Method refactorings perfmored
https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd,TRUE,0.1145374449,0.1222707424,high,-
https://github.com/libgdx/libgdx/commit/2bd1557bc293cb8c2348374771aad832befbe26f,FALSE,0.03216374269,0.04335260116,medium,"File checkbox.java Inlined method (setCheckBoxRight) is called with ""false"" as argument, thus the else branch must be selected for the mappings, Also the additional getLabel() invocation is removed due to the extract variable refactoring in the CheckBox constructor"
https://github.com/liferay/liferay-plugins/commit/720b0d2064ecc4403809e794075e9fe8cfa857f1,FALSE,0.0148,0.0008113590264,low,-
https://github.com/liferay/liferay-plugins/commit/7c7ecf4cffda166938efd0ae34830e2979c25c73,TRUE,0.1280487805,0.07142857143,medium,-
https://github.com/liferay/liferay-plugins/commit/d99695841fa675ea9150602b1132f037093e867d,TRUE,0.3255813953,0.09375,high,"Within the extraction of `getGetOAuthRequest` method, the passed arguments now serve as the method parameter which suggests the mulimapping for the first arguments due to mutliple occurances and the single mapping for the second argument"
https://github.com/liferay/liferay-portal/commit/59fd9e696cec5f2ed44c27422bbc426b11647321,FALSE,0.03555555556,0.00762195122,low,-
https://github.com/linkedin/rest.li/commit/bd0d3bf75d31a8b5db34b8b66dfb28e5e1f492de,FALSE,0.1160784314,0.05453020134,low,-
https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a,TRUE,0.2835820896,0.1232876712,medium,-
https://github.com/netty/netty/commit/303cb535239a6f07cbe24a033ef965e2f55758eb,FALSE,0.001284521516,0.003843689942,medium,"There is only one inline method refactoring for this file. R1449 is not an inline method refactoring due to the invocation to `getSubjectX500Principal()` at the end of chain which is different than the original one `getIssuerX500Principal()`, Also the passed argument `local` is now part of the inlined statement"
https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220,TRUE,0.06057494867,0.03481012658,medium,The declarion of the variable result in several methods in HttpObjectDecoder.java has been merged with the assignment inside the for loop
